10,10 sees neighbors: ,,,,,,,,,
10,10 sees neighbors: ,1,111.668785,4,141.633194,7,269.536652,,,
10,10 sees neighbors: ,1,111.65387,4,141.656754,7,269.567596,,,
10,10 sees neighbors: ,1,111.447121,4,141.797516,7,269.801056,,,
10,10 sees neighbors: ,1,111.190819,4,141.918213,7,270.03363,,,
10,10 sees neighbors: ,1,110.909882,4,141.999298,7,270.234344,,,
10,10 sees neighbors: ,1,110.60878,4,142.039719,7,270.400177,,,
10,10 sees neighbors: ,1,110.292191,4,142.038864,7,270.528564,,,
10,10 sees neighbors: ,1,109.96505,4,141.996765,7,270.617523,,,
10,10 sees neighbors: ,1,109.632507,4,141.914032,7,270.665649,,,
10,10 sees neighbors: ,1,109.299858,4,141.791946,7,270.672211,,,
10,10 sees neighbors: ,1,108.972443,4,141.632339,7,270.637115,,,
10,10 sees neighbors: ,1,108.655548,4,141.437637,7,270.560852,,,
10,10 sees neighbors: ,1,108.354362,4,141.210815,7,270.444672,,,
10,10 sees neighbors: ,1,108.073845,4,140.955368,7,270.290344,,,
10,10 sees neighbors: ,1,107.818649,4,140.675217,7,270.100281,,,
10,10 sees neighbors: ,1,107.593048,4,140.374695,7,269.877472,,,
10,10 sees neighbors: ,1,107.400848,4,140.058502,7,269.625336,,,
10,10 sees neighbors: ,1,107.245293,4,139.731583,7,269.34787,,,
10,10 sees neighbors: ,1,107.129044,4,139.399124,7,269.049438,,,
10,10 sees neighbors: ,1,107.054085,4,139.066406,7,268.734741,,,
10,10 sees neighbors: ,1,107.02169,4,138.73877,7,268.408722,,,
10,10 sees neighbors: ,1,107.032433,4,138.421478,7,268.07663,,,
10,10 sees neighbors: ,1,107.086121,4,138.11972,7,267.743683,,,
10,10 sees neighbors: ,1,107.181831,4,137.838394,7,267.415222,,,
10,10 sees neighbors: ,1,107.191864,4,137.810486,7,267.096558,,,
10,10 sees neighbors: ,1,107.191864,4,137.810486,7,266.792786,,,
10,10 sees neighbors: ,1,107.408493,4,137.668991,7,266.50885,,,
10,10 sees neighbors: ,1,107.675179,4,137.548706,7,266.249329,,,
10,10 sees neighbors: ,1,107.965332,4,137.469528,7,266.018463,,,
10,10 sees neighbors: ,1,107.994591,4,137.432602,7,265.820007,,,
10,10 sees neighbors: ,1,107.994591,4,137.438568,7,265.657196,,,
10,10 sees neighbors: ,1,107.423767,4,137.487289,7,265.532715,,,
10,10 sees neighbors: ,1,106.758812,4,137.577972,7,265.448608,,,
10,10 sees neighbors: ,1,106.098129,4,137.709076,7,265.406281,,,
10,10 sees neighbors: ,1,106.239815,4,137.878403,7,265.406372,,,
10,10 sees neighbors: ,1,106.272484,4,138.083099,7,265.448914,,,
10,10 sees neighbors: ,1,106.272484,4,138.319763,7,265.533203,,,
10,10 sees neighbors: ,1,106.50309,4,138.584457,7,265.657867,,,
10,10 sees neighbors: ,1,106.528732,4,138.872787,7,265.820862,,,
10,10 sees neighbors: ,1,106.528732,4,138.901871,7,266.01947,,,
10,10 sees neighbors: ,1,106.638008,4,138.901871,7,266.250488,,,
10,10 sees neighbors: ,1,106.722359,4,138.331085,7,266.510132,,,
10,10 sees neighbors: ,1,106.766174,4,137.665665,7,266.794189,,,
10,10 sees neighbors: ,1,106.769005,4,137.570023,7,267.098022,,,
10,10 sees neighbors: ,1,106.730812,4,137.570023,7,267.416748,,,
10,10 sees neighbors: ,1,106.652161,4,137.570023,7,267.448761,,,
10,10 sees neighbors: ,1,106.643936,4,137.570023,7,266.878143,,,
10,10 sees neighbors: ,1,106.643936,4,137.570023,7,266.214661,,,
10,10 sees neighbors: ,1,106.43985,4,137.716156,7,266.357605,,,
10,10 sees neighbors: ,1,106.186188,4,137.84314,7,266.390503,,,
10,10 sees neighbors: ,1,105.907501,4,137.930801,7,266.390503,,,
10,10 sees neighbors: ,1,105.608223,4,137.977997,7,266.627869,,,
10,10 sees neighbors: ,1,105.292961,4,137.983994,7,266.865387,,,
10,10 sees neighbors: ,1,104.966652,4,137.9487,7,267.071625,,,
10,10 sees neighbors: ,1,104.634422,4,137.872681,7,267.243469,,,
10,10 sees neighbors: ,1,104.301544,4,137.75705,7,267.378265,,,
10,10 sees neighbors: ,1,103.973358,4,137.603577,7,267.473938,,,
10,10 sees neighbors: ,1,103.655167,4,137.414581,7,267.528931,,,
10,10 sees neighbors: ,1,103.35218,4,137.192963,7,267.54248,,,
10,10 sees neighbors: ,1,103.069389,4,136.942078,7,267.514313,,,
10,10 sees neighbors: ,1,102.811493,4,136.665802,7,267.444885,,,
10,10 sees neighbors: ,1,102.582809,4,136.368423,7,267.335297,,,
10,10 sees neighbors: ,1,102.387207,4,136.05455,7,267.187225,,,
10,10 sees neighbors: ,1,102.228004,4,135.729095,7,267.00296,,,
10,10 sees neighbors: ,1,102.10791,4,135.397217,7,266.7854,,,
10,10 sees neighbors: ,1,102.028999,4,135.09,9 sees neighbors: ,,,,
9,9 sees neighbors: ,0,111.803398,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.639168,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.633667,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.647438,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.659256,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.668785,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.675865,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,111.680389,3,141.421356,6,269.25824,,,
9,9 sees neighbors: ,0,110.869934,3,141.195587,6,269.357391,,,
9,9 sees neighbors: ,0,109.870262,3,140.852448,6,269.407776,,,
9,9 sees neighbors: ,0,108.875542,3,140.4375,6,269.377228,,,
9,9 sees neighbors: ,0,107.893944,3,139.954102,6,269.266663,,,
9,9 sees neighbors: ,0,107.726479,3,139.806274,6,269.176575,,,
9,9 sees neighbors: ,0,107.468941,3,139.567261,6,269.026855,,,
9,9 sees neighbors: ,0,107.202187,3,139.28717,6,268.837372,,,
9,9 sees neighbors: ,0,107.189926,3,139.239838,6,268.787079,,,
9,9 sees neighbors: ,0,107.007446,3,138.951691,6,268.554352,,,
9,9 sees neighbors: ,0,106.835022,3,138.624725,6,268.2771,,,
9,9 sees neighbors: ,0,106.509995,3,137.722519,6,267.466461,,,
9,9 sees neighbors: ,0,106.244003,3,136.723358,6,266.535461,,,
9,9 sees neighbors: ,0,106.07,3,135.730911,6,265.578308,,,
9,9 sees neighbors: ,0,106.050179,3,135.318207,6,265.155334,,,
9,9 sees neighbors: ,0,106.090637,3,135.016602,6,264.822327,,,
9,9 sees neighbors: ,0,106.321411,3,134.23793,6,263.9263,,,
9,9 sees neighbors: ,0,106.272537,3,134.326538,6,264.035583,,,
9,9 sees neighbors: ,0,106.261436,3,134.354279,6,264.068359,,,
9,9 sees neighbors: ,0,106.470375,3,134.213425,6,263.834808,,,
9,9 sees neighbors: ,0,106.506996,3,134.234055,6,263.835815,,,
9,9 sees neighbors: ,0,106.261444,3,134.274292,6,263.867859,,,
9,9 sees neighbors: ,0,105.967667,3,134.315613,6,263.902954,,,
9,9 sees neighbors: ,0,105.65654,3,134.357544,6,263.940674,,,
9,9 sees neighbors: ,0,104.762184,3,134.399384,6,263.980408,,,
9,9 sees neighbors: ,0,103.767097,3,134.440506,6,264.021515,,,
9,9 sees neighbors: ,0,102.774933,3,134.480225,6,264.063385,,,
9,9 sees neighbors: ,0,102.585861,3,134.517929,6,264.105286,,,
9,9 sees neighbors: ,0,102.296875,3,134.369873,6,264.146606,,,
9,9 sees neighbors: ,0,101.989113,3,134.170273,6,264.186646,,,
9,9 sees neighbors: ,0,101.926361,3,134.195648,6,264.224792,,,
9,9 sees neighbors: ,0,101.883911,3,133.9646,6,264.260406,,,
9,9 sees neighbors: ,0,101.835808,3,133.681,6,264.292938,,,
9,9 sees neighbors: ,0,101.782959,3,132.807449,6,264.321899,,,
9,9 sees neighbors: ,0,101.726196,3,131.823029,6,264.346771,,,
9,9 sees neighbors: ,0,101.666428,3,131.399139,6,264.367188,,,
9,9 sees neighbors: ,0,101.604607,3,131.066299,6,264.096649,,,
9,9 sees neighbors: ,0,101.541702,3,131.002747,6,263.780182,,,
9,9 sees neighbors: ,0,101.478737,3,130.706131,6,262.883514,,,
9,9 sees neighbors: ,0,101.416702,3,130.390793,6,261.890533,,,
9,9 sees neighbors: ,0,101.356598,3,130.261734,6,261.463043,,,
